VTX, IDX, _input0.x, _input0.y, _input0.z, _input0.w, _input1.x, _input1.y, _input1.z, _input1.w, _input2.x, _input2.y, _input3.x, _input3.y
557, 316,  0.21057,  0.19031,  0.16296,  1.00, -0.9685,  0.1811,  0.15748,  0.00,  0.18982,  0.19128,  0.14587,  0.19214
558, 319,  0.26294,  0.37378,  0.1593,  1.00, -0.87402,  0.35433,  0.33071,  0.00,  0.18982,  0.19128,  0.14587,  0.38428
559, 318,  0.21838,  0.18774,  0.21387,  1.00, -0.9685,  0.1811,  0.17323,  0.00,  0.18982,  0.19128,  0.14587,  0.19214
560, 320,  0.27979,  0.36108,  0.21472,  1.00, -0.87402,  0.34646,  0.34646,  0.00,  0.18982,  0.19128,  0.14587,  0.38428
561, 319,  0.26294,  0.37378,  0.1593,  1.00, -0.87402,  0.35433,  0.33071,  0.00,  0.18982,  0.19128,  0.14587,  0.38428
562, 320,  0.27979,  0.36108,  0.21472,  1.00, -0.87402,  0.34646,  0.34646,  0.00,  0.18982,  0.19128,  0.14587,  0.38428
563, 321,  0.34766,  0.53271,  0.1864,  1.00, -0.85039,  0.3937,  0.34646,  0.00,  0.18982,  0.19128,  0.14587,  0.57617
564, 322, -0.6582,  0.21497, -0.21082,  1.00,  0.43307,  0.11024, -0.89764,  0.00, -0.66406, -0.22607,  0.34082,  0.21436
565, 323, -0.65479, -0.15417, -0.22864,  1.00,  0.44094,  0.04724, -0.89764,  0.00, -0.66406, -0.22607,  0.34082,  0.01
566, 324, -0.70117,  0.20984, -0.23242,  1.00,  0.41732,  0.11024, -0.89764,  0.00, -0.66406, -0.22607,  0.34082,  0.21436
567, 324, -0.70117,  0.20984, -0.23242,  1.00,  0.41732,  0.11024, -0.89764,  0.00, -0.66406, -0.22607,  0.34082,  0.21436
568, 325, -0.69287,  0.42261, -0.17896,  1.00,  0.20472,  0.27559, -0.94488,  0.00, -0.66406, -0.22607,  0.34082,  0.42871
569, 322, -0.6582,  0.21497, -0.21082,  1.00,  0.43307,  0.11024, -0.89764,  0.00, -0.66406, -0.22607,  0.34082,  0.21436
570, 325, -0.69287,  0.42261, -0.17896,  1.00,  0.20472,  0.27559, -0.94488,  0.00, -0.66406, -0.22607,  0.34082,  0.42871
571, 324, -0.70117,  0.20984, -0.23242,  1.00,  0.41732,  0.11024, -0.89764,  0.00, -0.66406, -0.22607,  0.34082,  0.21436
572, 326, -0.74561,  0.40698, -0.19397,  1.00,  0.18898,  0.26772, -0.94488,  0.00, -0.66406, -0.22607,  0.34082,  0.42871
573, 325, -0.69287,  0.42261, -0.17896,  1.00,  0.20472,  0.27559, -0.94488,  0.00, -0.66406, -0.22607,  0.34082,  0.42871
574, 326, -0.74561,  0.40698, -0.19397,  1.00,  0.18898,  0.26772, -0.94488,  0.00, -0.66406, -0.22607,  0.34082,  0.42871
575, 327, -0.77295,  0.60449, -0.13318,  1.00,  0.17323,  0.31496, -0.93701,  0.00, -0.66406, -0.22607,  0.34082,  0.64307
576, 328,  0.12299,  0.19238, -0.13306,  1.00,  0.99213,  0.12598, -0.07874,  0.00,  0.13196, -0.15027,  0.76855,  0.1925
577, 329,  0.13806, -0.13855, -0.1499,  1.00,  0.99213,  0.04724, -0.07874,  0.00,  0.13196, -0.15027,  0.76855,  0.01
578, 330,  0.12036,  0.19006, -0.16907,  1.00,  0.98425,  0.12598, -0.10236,  0.00,  0.13196, -0.15027,  0.76855,  0.1925
579, 330,  0.12036,  0.19006, -0.16907,  1.00,  0.98425,  0.12598, -0.10236,  0.00,  0.13196, -0.15027,  0.76855,  0.1925
580, 331,  0.0752,  0.37988, -0.14343,  1.00,  0.87402,  0.30709, -0.37008,  0.00,  0.13196, -0.15027,  0.76855,  0.38501
581, 328,  0.12299,  0.19238, -0.13306,  1.00,  0.99213,  0.12598, -0.07874,  0.00,  0.13196, -0.15027,  0.76855,  0.1925
582, 331,  0.0752,  0.37988, -0.14343,  1.00,  0.87402,  0.30709, -0.37008,  0.00,  0.13196, -0.15027,  0.76855,  0.38501
583, 330,  0.12036,  0.19006, -0.16907,  1.00,  0.98425,  0.12598, -0.10236,  0.00,  0.13196, -0.15027,  0.76855,  0.1925
584, 332,  0.06061,  0.36841, -0.18567,  1.00,  0.87402,  0.29921, -0.38583,  0.00,  0.13196, -0.15027,  0.76855,  0.38501
585, 331,  0.0752,  0.37988, -0.14343,  1.00,  0.87402,  0.30709, -0.37008,  0.00,  0.13196, -0.15027,  0.76855,  0.38501
586, 332,  0.06061,  0.36841, -0.18567,  1.00,  0.87402,  0.29921, -0.38583,  0.00,  0.13196, -0.15027,  0.76855,  0.38501
587, 333, -0.01154,  0.5459, -0.18555,  1.00,  0.85039,  0.34646, -0.38583,  0.00,  0.13196, -0.15027,  0.76855,  0.57764
588, 334,  0.26318, -0.04074,  0.65967,  1.00,  0.72441,  0.12598,  0.67717,  0.00,  0.26221,  0.63428,  0.68945,  0.01
589, 335,  0.28784, -0.04108,  0.6333,  1.00,  0.79528,  0.13386,  0.59055,  0.00,  0.26221,  0.63428,  0.68945,  0.01
590, 336,  0.22827,  0.33301,  0.62695,  1.00,  0.98425,  0.16535,  0.02362,  0.00,  0.26221,  0.63428,  0.68945,  0.2666
591, 336,  0.22827,  0.33301,  0.62695,  1.00,  0.98425,  0.16535,  0.02362,  0.00,  0.26221,  0.63428,  0.68945,  0.2666
592, 335,  0.28784, -0.04108,  0.6333,  1.00,  0.79528,  0.13386,  0.59055,  0.00,  0.26221,  0.63428,  0.68945,  0.01
593, 337,  0.20093,  0.50635,  0.54834,  1.00,  0.89764,  0.29134,  0.32283,  0.00,  0.26221,  0.63428,  0.68945,  0.49438
594, 336,  0.22827,  0.33301,  0.62695,  1.00,  0.98425,  0.16535,  0.02362,  0.00,  0.26221,  0.63428,  0.68945,  0.2666
595, 337,  0.20093,  0.50635,  0.54834,  1.00,  0.89764,  0.29134,  0.32283,  0.00,  0.26221,  0.63428,  0.68945,  0.49438
596, 338,  0.14575,  0.68115,  0.52881,  1.00,  0.94488,  0.30709,  0.07874,  0.00,  0.26221,  0.63428,  0.68945,  0.7085
597, 338,  0.14575,  0.68115,  0.52881,  1.00,  0.94488,  0.30709,  0.07874,  0.00,  0.26221,  0.63428,  0.68945,  0.7085
598, 337,  0.20093,  0.50635,  0.54834,  1.00,  0.89764,  0.29134,  0.32283,  0.00,  0.26221,  0.63428,  0.68945,  0.49438
599, 339,  0.12329,  0.75635,  0.48584,  1.00,  0.95276,  0.30709,  0.03937,  0.00,  0.26221,  0.63428,  0.68945,  0.82031
600, 340,  0.38013, -0.03342,  0.23645,  1.00,  0.8189,  0.04724, -0.5748,  0.00,  0.36499,  0.22412,  0.4895,  0.01
601, 341,  0.35547, -0.03296,  0.20129,  1.00,  0.72441,  0.07087, -0.68504,  0.00,  0.36499,  0.22412,  0.4895,  0.01
602, 342,  0.37256,  0.27173,  0.25,  1.00,  0.28346,  0.14173, -0.94488,  0.00,  0.36499,  0.22412,  0.4895,  0.21594
603, 342,  0.37256,  0.27173,  0.25,  1.00,  0.28346,  0.14173, -0.94488,  0.00,  0.36499,  0.22412,  0.4895,  0.21594
604, 341,  0.35547, -0.03296,  0.20129,  1.00,  0.72441,  0.07087, -0.68504,  0.00,  0.36499,  0.22412,  0.4895,  0.01
605, 343,  0.29712,  0.4187,  0.25098,  1.00,  0.51969,  0.27559, -0.80315,  0.00,  0.36499,  0.22412,  0.4895,  0.40039
606, 342,  0.37256,  0.27173,  0.25,  1.00,  0.28346,  0.14173, -0.94488,  0.00,  0.36499,  0.22412,  0.4895,  0.21594
607, 343,  0.29712,  0.4187,  0.25098,  1.00,  0.51969,  0.27559, -0.80315,  0.00,  0.36499,  0.22412,  0.4895,  0.40039
608, 344,  0.28174,  0.56396,  0.2998,  1.00,  0.33858,  0.33071, -0.88189,  0.00,  0.36499,  0.22412,  0.4895,  0.57373
609, 344,  0.28174,  0.56396,  0.2998,  1.00,  0.33858,  0.33071, -0.88189,  0.00,  0.36499,  0.22412,  0.4895,  0.57373
610, 343,  0.29712,  0.4187,  0.25098,  1.00,  0.51969,  0.27559, -0.80315,  0.00,  0.36499,  0.22412,  0.4895,  0.40039
611, 345,  0.23694,  0.62891,  0.30957,  1.00,  0.29134,  0.33071, -0.89764,  0.00,  0.36499,  0.22412,  0.4895,  0.66406
612, 346,  0.4856, -0.02266,  0.23962,  1.00, -0.97638,  0.1811, -0.14961,  0.00,  0.49634,  0.26294,  0.19153,  0.01
613, 347,  0.47876, -0.02257,  0.28516,  1.00, -0.97638,  0.2126,  0.01575,  0.00,  0.49634,  0.26294,  0.19153,  0.01
614, 348,  0.52295,  0.18323,  0.24084,  1.00, -0.87402,  0.29134,  0.3937,  0.00,  0.49634,  0.26294,  0.19153,  0.14758
615, 348,  0.52295,  0.18323,  0.24084,  1.00, -0.87402,  0.29134,  0.3937,  0.00,  0.49634,  0.26294,  0.19153,  0.14758
616, 347,  0.47876, -0.02257,  0.28516,  1.00, -0.97638,  0.2126,  0.01575,  0.00,  0.49634,  0.26294,  0.19153,  0.01
617, 349,  0.58252,  0.27686,  0.2981,  1.00, -0.87402,  0.44094,  0.19685,  0.00,  0.49634,  0.26294,  0.19153,  0.27344
618, 348,  0.52295,  0.18323,  0.24084,  1.00, -0.87402,  0.29134,  0.3937,  0.00,  0.49634,  0.26294,  0.19153,  0.14758
619, 349,  0.58252,  0.27686,  0.2981,  1.00, -0.87402,  0.44094,  0.19685,  0.00,  0.49634,  0.26294,  0.19153,  0.27344
620, 350,  0.63477,  0.37183,  0.27344,  1.00, -0.80315,  0.51969,  0.29921,  0.00,  0.49634,  0.26294,  0.19153,  0.39209
621, 350,  0.63477,  0.37183,  0.27344,  1.00, -0.80315,  0.51969,  0.29921,  0.00,  0.49634,  0.26294,  0.19153,  0.39209
622, 349,  0.58252,  0.27686,  0.2981,  1.00, -0.87402,  0.44094,  0.19685,  0.00,  0.49634,  0.26294,  0.19153,  0.27344
623, 351,  0.67432,  0.41187,  0.29956,  1.00, -0.77165,  0.51969,  0.3622,  0.00,  0.49634,  0.26294,  0.19153,  0.45361
624, 352,  0.63477, -0.02774,  0.06683,  1.00, -0.3937,  0.08661,  0.91339,  0.00,  0.66357,  0.07001,  0.40137,  0.01
625, 353,  0.67236, -0.03114,  0.08344,  1.00, -0.25197,  0.09449,  0.96063,  0.00,  0.66357,  0.07001,  0.40137,  0.01
626, 354,  0.66064,  0.24255,  0.05338,  1.00,  0.23622,  0.12598,  0.96063,  0.00,  0.66357,  0.07001,  0.40137,  0.19214
627, 354,  0.66064,  0.24255,  0.05338,  1.00,  0.23622,  0.12598,  0.96063,  0.00,  0.66357,  0.07001,  0.40137,  0.19214
628, 353,  0.67236, -0.03114,  0.08344,  1.00, -0.25197,  0.09449,  0.96063,  0.00,  0.66357,  0.07001,  0.40137,  0.01
629, 355,  0.73486,  0.3667,  0.01726,  1.00, -0.00787,  0.28346,  0.96063,  0.00,  0.66357,  0.07001,  0.40137,  0.3562
630, 354,  0.66064,  0.24255,  0.05338,  1.00,  0.23622,  0.12598,  0.96063,  0.00,  0.66357,  0.07001,  0.40137,  0.19214
631, 355,  0.73486,  0.3667,  0.01726,  1.00, -0.00787,  0.28346,  0.96063,  0.00,  0.66357,  0.07001,  0.40137,  0.3562
632, 356,  0.73535,  0.49683, -0.02901,  1.00,  0.1811,  0.33071,  0.92913,  0.00,  0.66357,  0.07001,  0.40137,  0.51025
633, 356,  0.73535,  0.49683, -0.02901,  1.00,  0.1811,  0.33071,  0.92913,  0.00,  0.66357,  0.07001,  0.40137,  0.51025
634, 355,  0.73486,  0.3667,  0.01726,  1.00, -0.00787,  0.28346,  0.96063,  0.00,  0.66357,  0.07001,  0.40137,  0.3562
635, 357,  0.77246,  0.55127, -0.05783,  1.00,  0.23622,  0.32283,  0.91339,  0.00,  0.66357,  0.07001,  0.40137,  0.59082
636, 358, -0.55518, -0.02629,  0.16626,  1.00,  0.03937,  0.00, -1.00,  0.00, -0.56543,  0.16602,  0.9043,  0.01
637, 359, -0.58838, -0.02419,  0.16504,  1.00, -0.11024,  0.0315, -0.99213,  0.00, -0.56543,  0.16602,  0.9043,  0.01
638, 360, -0.5376,  0.20642,  0.16736,  1.00, -0.58268,  0.14173, -0.79528,  0.00, -0.56543,  0.16602,  0.9043,  0.16492
639, 360, -0.5376,  0.20642,  0.16736,  1.00, -0.58268,  0.14173, -0.79528,  0.00, -0.56543,  0.16602,  0.9043,  0.16492
640, 359, -0.58838, -0.02419,  0.16504,  1.00, -0.11024,  0.0315, -0.99213,  0.00, -0.56543,  0.16602,  0.9043,  0.01
641, 361, -0.56641,  0.32251,  0.21069,  1.00, -0.32283,  0.26772, -0.90551,  0.00, -0.56543,  0.16602,  0.9043,  0.30566
642, 360, -0.5376,  0.20642,  0.16736,  1.00, -0.58268,  0.14173, -0.79528,  0.00, -0.56543,  0.16602,  0.9043,  0.16492
643, 361, -0.56641,  0.32251,  0.21069,  1.00, -0.32283,  0.26772, -0.90551,  0.00, -0.56543,  0.16602,  0.9043,  0.30566
644, 362, -0.53711,  0.43335,  0.23901,  1.00, -0.48819,  0.33071, -0.81102,  0.00, -0.56543,  0.16602,  0.9043,  0.43823
645, 362, -0.53711,  0.43335,  0.23901,  1.00, -0.48819,  0.33071, -0.81102,  0.00, -0.56543,  0.16602,  0.9043,  0.43823
646, 361, -0.56641,  0.32251,  0.21069,  1.00, -0.32283,  0.26772, -0.90551,  0.00, -0.56543,  0.16602,  0.9043,  0.30566
647, 363, -0.54932,  0.48511,  0.26978,  1.00, -0.52756,  0.33858, -0.77953,  0.00, -0.56543,  0.16602,  0.9043,  0.50732
648, 364,  0.36646, -0.02205, -0.26245,  1.00,  0.52756,  0.00, -0.85039,  0.00,  0.35132, -0.27197,  0.24487,  0.01
649, 365,  0.33252, -0.02162, -0.28369,  1.00,  0.38583,  0.0315, -0.92126,  0.00,  0.35132, -0.27197,  0.24487,  0.01
650, 366,  0.37158,  0.18005, -0.25977,  1.00, -0.0315,  0.14173, -0.99213,  0.00,  0.35132, -0.27197,  0.24487,  0.1427
651, 366,  0.37158,  0.18005, -0.25977,  1.00, -0.0315,  0.14173, -0.99213,  0.00,  0.35132, -0.27197,  0.24487,  0.1427
652, 365,  0.33252, -0.02162, -0.28369,  1.00,  0.38583,  0.0315, -0.92126,  0.00,  0.35132, -0.27197,  0.24487,  0.01
653, 367,  0.31299,  0.28076, -0.24219,  1.00,  0.18898,  0.28346, -0.94488,  0.00,  0.35132, -0.27197,  0.24487,  0.2644
654, 366,  0.37158,  0.18005, -0.25977,  1.00, -0.0315,  0.14173, -0.99213,  0.00,  0.35132, -0.27197,  0.24487,  0.1427
655, 367,  0.31299,  0.28076, -0.24219,  1.00,  0.18898,  0.28346, -0.94488,  0.00,  0.35132, -0.27197,  0.24487,  0.2644
656, 368,  0.32275,  0.37891, -0.20325,  1.00,  0.05512,  0.3622, -0.92913,  0.00,  0.35132, -0.27197,  0.24487,  0.37915
657, 368,  0.32275,  0.37891, -0.20325,  1.00,  0.05512,  0.3622, -0.92913,  0.00,  0.35132, -0.27197,  0.24487,  0.37915
658, 367,  0.31299,  0.28076, -0.24219,  1.00,  0.18898,  0.28346, -0.94488,  0.00,  0.35132, -0.27197,  0.24487,  0.2644
659, 369,  0.2915,  0.42407, -0.18469,  1.00, -0.01575,  0.37008, -0.92913,  0.00,  0.35132, -0.27197,  0.24487,  0.43872
660, 370, -0.45752, -0.02611,  0.08209,  1.00, -0.47244,  0.00, -0.88189,  0.00, -0.47388,  0.09076,  0.84033,  0.01
661, 371, -0.48511, -0.02744,  0.09668,  1.00, -0.62205,  0.01575, -0.7874,  0.00, -0.47388,  0.09076,  0.84033,  0.01
662, 372, -0.46436,  0.22144,  0.08575,  1.00, -0.95276,  0.07087, -0.29134,  0.00, -0.47388,  0.09076,  0.84033,  0.17493
663, 372, -0.46436,  0.22144,  0.08575,  1.00, -0.95276,  0.07087, -0.29134,  0.00, -0.47388,  0.09076,  0.84033,  0.17493
664, 371, -0.48511, -0.02744,  0.09668,  1.00, -0.62205,  0.01575, -0.7874,  0.00, -0.47388,  0.09076,  0.84033,  0.01
665, 373, -0.47339,  0.3418,  0.14868,  1.00, -0.80315,  0.23622, -0.55118,  0.00, -0.47388,  0.09076,  0.84033,  0.32422
666, 372, -0.46436,  0.22144,  0.08575,  1.00, -0.95276,  0.07087, -0.29134,  0.00, -0.47388,  0.09076,  0.84033,  0.17493
667, 373, -0.47339,  0.3418,  0.14868,  1.00, -0.80315,  0.23622, -0.55118,  0.00, -0.47388,  0.09076,  0.84033,  0.32422
668, 374, -0.44409,  0.46265,  0.1687,  1.00, -0.89764,  0.27559, -0.34646,  0.00, -0.47388,  0.09076,  0.84033,  0.46484
669, 374, -0.44409,  0.46265,  0.1687,  1.00, -0.89764,  0.27559, -0.34646,  0.00, -0.47388,  0.09076,  0.84033,  0.46484
670, 373, -0.47339,  0.3418,  0.14868,  1.00, -0.80315,  0.23622, -0.55118,  0.00, -0.47388,  0.09076,  0.84033,  0.32422
671, 375, -0.44092,  0.5166,  0.20813,  1.00, -0.91339,  0.27559, -0.29921,  0.00, -0.47388,  0.09076,  0.84033,  0.53809
672, 376,  0.45288,  0.17444, -0.18225,  1.00,  0.4252,  0.07087, -0.90551,  0.00,  0.427, -0.19043,  0.71777,  0.17407
673, 377,  0.42505, -0.12482, -0.18896,  1.00,  0.4252, -0.01575, -0.90551,  0.00,  0.427, -0.19043,  0.71777,  0.01
674, 378,  0.40698,  0.1731, -0.20374,  1.00,  0.40157,  0.07087, -0.91339,  0.00,  0.427, -0.19043,  0.71777,  0.17407
675, 378,  0.40698,  0.1731, -0.20374,  1.00,  0.40157,  0.07087, -0.91339,  0.00,  0.427, -0.19043,  0.71777,  0.17407
676, 379,  0.43164,  0.34741, -0.15271,  1.00,  0.18898,  0.29921, -0.93701,  0.00,  0.427, -0.19043,  0.71777,  0.34814
677, 376,  0.45288,  0.17444, -0.18225,  1.00,  0.4252,  0.07087, -0.90551,  0.00,  0.427, -0.19043,  0.71777,  0.17407
678, 379,  0.43164,  0.34741, -0.15271,  1.00,  0.18898,  0.29921, -0.93701,  0.00,  0.427, -0.19043,  0.71777,  0.34814
679, 378,  0.40698,  0.1731, -0.20374,  1.00,  0.40157,  0.07087, -0.91339,  0.00,  0.427, -0.19043,  0.71777,  0.17407
680, 380,  0.37402,  0.33862, -0.16614,  1.00,  0.17323,  0.29921, -0.93701,  0.00,  0.427, -0.19043,  0.71777,  0.34814
681, 379,  0.43164,  0.34741, -0.15271,  1.00,  0.18898,  0.29921, -0.93701,  0.00,  0.427, -0.19043,  0.71777,  0.34814
682, 380,  0.37402,  0.33862, -0.16614,  1.00,  0.17323,  0.29921, -0.93701,  0.00,  0.427, -0.19043,  0.71777,  0.34814
683, 381,  0.3584,  0.50439, -0.10468,  1.00,  0.15748,  0.35433, -0.92126,  0.00,  0.427, -0.19043,  0.71777,  0.52197
684, 382, -0.00431, -0.0365,  0.56396,  1.00, -0.92126,  0.08661, -0.37008,  0.00,  0.00033,  0.58252,  0.15771,  0.01
685, 383, -0.01891, -0.03564,  0.6001,  1.00, -0.96063,  0.11024, -0.25984,  0.00,  0.00033,  0.58252,  0.15771,  0.01
686, 384,  0.02702,  0.29395,  0.56494,  1.00, -0.94488,  0.16535,  0.28346,  0.00,  0.00033,  0.58252,  0.15771,  0.23474
687, 384,  0.02702,  0.29395,  0.56494,  1.00, -0.94488,  0.16535,  0.28346,  0.00,  0.00033,  0.58252,  0.15771,  0.23474
688, 383, -0.01891, -0.03564,  0.6001,  1.00, -0.96063,  0.11024, -0.25984,  0.00,  0.00033,  0.58252,  0.15771,  0.01
689, 385,  0.07336,  0.4502,  0.62354,  1.00, -0.96063,  0.29134, -0.00787,  0.00,  0.00033,  0.58252,  0.15771,  0.43506
690, 384,  0.02702,  0.29395,  0.56494,  1.00, -0.94488,  0.16535,  0.28346,  0.00,  0.00033,  0.58252,  0.15771,  0.23474
691, 385,  0.07336,  0.4502,  0.62354,  1.00, -0.96063,  0.29134, -0.00787,  0.00,  0.00033,  0.58252,  0.15771,  0.43506
692, 386,  0.12646,  0.60498,  0.61182,  1.00, -0.92126,  0.33071,  0.20472,  0.00,  0.00033,  0.58252,  0.15771,  0.62354
693, 386,  0.12646,  0.60498,  0.61182,  1.00, -0.92126,  0.33071,  0.20472,  0.00,  0.00033,  0.58252,  0.15771,  0.62354
694, 385,  0.07336,  0.4502,  0.62354,  1.00, -0.96063,  0.29134, -0.00787,  0.00,  0.00033,  0.58252,  0.15771,  0.43506
695, 387,  0.15955,  0.67334,  0.6416,  1.00, -0.90551,  0.33071,  0.25197,  0.00,  0.00033,  0.58252,  0.15771,  0.72168
696, 388,  0.32349, -0.02884,  0.14026,  1.00,  0.61417,  0.08661, -0.7874,  0.00,  0.2981,  0.13208,  0.75439,  0.01
697, 389,  0.2937, -0.03143,  0.11676,  1.00,  0.52756,  0.09449, -0.84252,  0.00,  0.2981,  0.13208,  0.75439,  0.01
698, 390,  0.2959,  0.24744,  0.14966,  1.00,  0.09449,  0.12598, -0.98425,  0.00,  0.2981,  0.13208,  0.75439,  0.19653
699, 390,  0.2959,  0.24744,  0.14966,  1.00,  0.09449,  0.12598, -0.98425,  0.00,  0.2981,  0.13208,  0.75439,  0.19653
700, 389,  0.2937, -0.03143,  0.11676,  1.00,  0.52756,  0.09449, -0.84252,  0.00,  0.2981,  0.13208,  0.75439,  0.01
701, 391,  0.22681,  0.37451,  0.15979,  1.00,  0.32283,  0.25197, -0.91339,  0.00,  0.2981,  0.13208,  0.75439,  0.3645
702, 390,  0.2959,  0.24744,  0.14966,  1.00,  0.09449,  0.12598, -0.98425,  0.00,  0.2981,  0.13208,  0.75439,  0.19653
703, 391,  0.22681,  0.37451,  0.15979,  1.00,  0.32283,  0.25197, -0.91339,  0.00,  0.2981,  0.13208,  0.75439,  0.3645
704, 392,  0.21838,  0.50635,  0.19836,  1.00,  0.14173,  0.28346, -0.94488,  0.00,  0.2981,  0.13208,  0.75439,  0.52246
705, 392,  0.21838,  0.50635,  0.19836,  1.00,  0.14173,  0.28346, -0.94488,  0.00,  0.2981,  0.13208,  0.75439,  0.52246
706, 391,  0.22681,  0.37451,  0.15979,  1.00,  0.32283,  0.25197, -0.91339,  0.00,  0.2981,  0.13208,  0.75439,  0.3645
707, 393,  0.18237,  0.56201,  0.21143,  1.00,  0.09449,  0.28346, -0.95276,  0.00,  0.2981,  0.13208,  0.75439,  0.60449
708, 394, -0.14124,  0.19885,  0.57715,  1.00, -0.44094,  0.11811,  0.88976,  0.00, -0.14001,  0.58936,  0.76514,  0.19788
709, 395, -0.15198, -0.14221,  0.58984,  1.00, -0.45669,  0.04724,  0.88976,  0.00, -0.14001,  0.58936,  0.76514,  0.01
710, 396, -0.09924,  0.19275,  0.59912,  1.00, -0.4252,  0.11811,  0.89764,  0.00, -0.14001,  0.58936,  0.76514,  0.19788
711, 396, -0.09924,  0.19275,  0.59912,  1.00, -0.4252,  0.11811,  0.89764,  0.00, -0.14001,  0.58936,  0.76514,  0.19788
712, 397, -0.09869,  0.39038,  0.54639,  1.00, -0.18898,  0.29921,  0.93701,  0.00, -0.14001,  0.58936,  0.76514,  0.39575
713, 394, -0.14124,  0.19885,  0.57715,  1.00, -0.44094,  0.11811,  0.88976,  0.00, -0.14001,  0.58936,  0.76514,  0.19788
714, 397, -0.09869,  0.39038,  0.54639,  1.00, -0.18898,  0.29921,  0.93701,  0.00, -0.14001,  0.58936,  0.76514,  0.39575
715, 396, -0.09924,  0.19275,  0.59912,  1.00, -0.4252,  0.11811,  0.89764,  0.00, -0.14001,  0.58936,  0.76514,  0.19788
716, 398, -0.04602,  0.37427,  0.56104,  1.00, -0.16535,  0.29134,  0.93701,  0.00, -0.14001,  0.58936,  0.76514,  0.39575
717, 397, -0.09869,  0.39038,  0.54639,  1.00, -0.18898,  0.29921,  0.93701,  0.00, -0.14001,  0.58936,  0.76514,  0.39575
718, 398, -0.04602,  0.37427,  0.56104,  1.00, -0.16535,  0.29134,  0.93701,  0.00, -0.14001,  0.58936,  0.76514,  0.39575
719, 399, -0.0078,  0.55713,  0.50,  1.00, -0.14961,  0.33858,  0.92913,  0.00, -0.14001,  0.58936,  0.76514,  0.59375
720, 400, -0.03418, -0.03156,  0.18994,  1.00,  0.69291,  0.08661,  0.71654,  0.00, -0.02707,  0.17053,  0.89307,  0.01
721, 401,  0.00168, -0.02928,  0.15479,  1.00,  0.76378,  0.11024,  0.6378,  0.00, -0.02707,  0.17053,  0.89307,  0.01
722, 402, -0.06262,  0.24707,  0.18518,  1.00,  0.92913,  0.18898,  0.31496,  0.00, -0.02707,  0.17053,  0.89307,  0.19812
723, 402, -0.06262,  0.24707,  0.18518,  1.00,  0.92913,  0.18898,  0.31496,  0.00, -0.02707,  0.17053,  0.89307,  0.19812
724, 401,  0.00168, -0.02928,  0.15479,  1.00,  0.76378,  0.11024,  0.6378,  0.00, -0.02707,  0.17053,  0.89307,  0.01
725, 403, -0.06793,  0.38086,  0.11438,  1.00,  0.82677,  0.29134,  0.48031,  0.00, -0.02707,  0.17053,  0.89307,  0.36719
726, 402, -0.06262,  0.24707,  0.18518,  1.00,  0.92913,  0.18898,  0.31496,  0.00, -0.02707,  0.17053,  0.89307,  0.19812
727, 403, -0.06793,  0.38086,  0.11438,  1.00,  0.82677,  0.29134,  0.48031,  0.00, -0.02707,  0.17053,  0.89307,  0.36719
728, 404, -0.12329,  0.51074,  0.11603,  1.00,  0.85827,  0.3622,  0.3622,  0.00, -0.02707,  0.17053,  0.89307,  0.52637
729, 404, -0.12329,  0.51074,  0.11603,  1.00,  0.85827,  0.3622,  0.3622,  0.00, -0.02707,  0.17053,  0.89307,  0.52637
730, 403, -0.06793,  0.38086,  0.11438,  1.00,  0.82677,  0.29134,  0.48031,  0.00, -0.02707,  0.17053,  0.89307,  0.36719
731, 405, -0.1344,  0.56885,  0.07751,  1.00,  0.87402,  0.37008,  0.30709,  0.00, -0.02707,  0.17053,  0.89307,  0.60938
732, 406, -0.30273, -0.02332,  0.19531,  1.00,  0.80315,  0.11024, -0.58268,  0.00, -0.32275,  0.18298,  0.24036,  0.01
733, 407, -0.33203, -0.02249,  0.15552,  1.00,  0.72441,  0.14173, -0.67717,  0.00, -0.32275,  0.18298,  0.24036,  0.01
734, 408, -0.31714,  0.18628,  0.21533,  1.00,  0.48031,  0.22835, -0.85039,  0.00, -0.32275,  0.18298,  0.24036,  0.14905
735, 408, -0.31714,  0.18628,  0.21533,  1.00,  0.48031,  0.22835, -0.85039,  0.00, -0.32275,  0.18298,  0.24036,  0.14905
736, 407, -0.33203, -0.02249,  0.15552,  1.00,  0.72441,  0.14173, -0.67717,  0.00, -0.32275,  0.18298,  0.24036,  0.01
737, 409, -0.38599,  0.28516,  0.20459,  1.00,  0.59055,  0.33858, -0.73228,  0.00, -0.32275,  0.18298,  0.24036,  0.27637
738, 408, -0.31714,  0.18628,  0.21533,  1.00,  0.48031,  0.22835, -0.85039,  0.00, -0.32275,  0.18298,  0.24036,  0.14905
739, 409, -0.38599,  0.28516,  0.20459,  1.00,  0.59055,  0.33858, -0.73228,  0.00, -0.32275,  0.18298,  0.24036,  0.27637
740, 410, -0.39258,  0.38281,  0.25391,  1.00,  0.49606,  0.41732, -0.76378,  0.00, -0.32275,  0.18298,  0.24036,  0.39624
741, 410, -0.39258,  0.38281,  0.25391,  1.00,  0.49606,  0.41732, -0.76378,  0.00, -0.32275,  0.18298,  0.24036,  0.39624
742, 409, -0.38599,  0.28516,  0.20459,  1.00,  0.59055,  0.33858, -0.73228,  0.00, -0.32275,  0.18298,  0.24036,  0.27637
